customerid,recency,frequency,monetary,rfm,RFM_Category
24475,222,222,2181.5625,454,Loyal Customers
27555,234,234,2049.0982,454,Loyal Customers
15647,268,268,2049.0982,454,Loyal Customers
27549,246,246,2071.4196,454,Loyal Customers
19918,239,239,1000.4375,454,Loyal Customers
27446,263,263,2049.0982,454,Loyal Customers
19417,209,209,1155.48,454,Loyal Customers
12816,255,255,2049.0982,454,Loyal Customers
15793,227,227,2049.0982,454,Loyal Customers
16025,241,241,2071.4196,454,Loyal Customers
15733,236,236,2049.0982,454,Loyal Customers
27263,274,274,2049.0982,454,Loyal Customers
17897,230,230,1000.4375,454,Loyal Customers
27569,234,234,2071.4196,454,Loyal Customers
20662,216,216,1750.98,454,Loyal Customers
15209,284,284,2049.0982,454,Loyal Customers
19294,265,265,1000.4375,454,Loyal Customers
15587,256,256,2071.4196,454,Loyal Customers
27552,237,237,2071.4196,454,Loyal Customers
19288,247,247,1000.4375,454,Loyal Customers
19225,213,213,1218.98,454,Loyal Customers
15438,266,266,2071.4196,454,Loyal Customers
24283,248,248,2181.5625,454,Loyal Customers
27114,284,284,2071.4196,454,Loyal Customers
18544,212,212,1155.48,454,Loyal Customers
27575,244,244,2071.4196,454,Loyal Customers
27449,276,276,2049.0982,454,Loyal Customers
25222,277,277,1000.4375,454,Loyal Customers
30028,277,277,1731.3963,454,Loyal Customers
18126,253,253,2181.5625,454,Loyal Customers
27266,272,272,2071.4196,454,Loyal Customers
23310,206,206,1151.76,454,Loyal Customers
27558,238,238,2049.0982,454,Loyal Customers
24587,222,222,2181.5625,454,Loyal Customers
26582,253,253,1000.4375,454,Loyal Customers
15221,265,265,2071.4196,454,Loyal Customers
15722,256,256,2049.0982,454,Loyal Customers
15590,250,250,2049.0982,454,Loyal Customers
24601,241,241,2181.5625,454,Loyal Customers
16180,218,218,2049.0982,454,Loyal Customers
27272,266,266,2049.0982,454,Loyal Customers
17780,258,258,1000.4375,454,Loyal Customers
16157,227,227,2071.4196,454,Loyal Customers
16031,241,241,2049.0982,454,Loyal Customers
27541,237,237,2071.4196,454,Loyal Customers
18467,213,213,1700.99,454,Loyal Customers
12825,259,259,2049.0982,454,Loyal Customers
16028,235,235,2071.4196,454,Loyal Customers
27452,252,252,2071.4196,454,Loyal Customers
15719,251,251,2049.0982,454,Loyal Customers
27521,218,218,2049.0982,454,Loyal Customers
16944,210,182,2126.905,454,Loyal Customers
18026,276,276,2181.5625,454,Loyal Customers
15178,288,288,2049.0982,454,Loyal Customers
15135,284,284,2071.4196,454,Loyal Customers
26310,276,276,2181.5625,454,Loyal Customers
15218,248,248,2049.0982,454,Loyal Customers
27286,254,254,2071.4196,454,Loyal Customers
27455,247,247,2071.4196,454,Loyal Customers
15802,220,220,2049.0982,454,Loyal Customers
17989,241,241,2181.5625,454,Loyal Customers
26994,208,208,1134.47,454,Loyal Customers
15576,251,251,2049.0982,454,Loyal Customers
15716,255,255,2049.0982,454,Loyal Customers
27289,276,276,2071.4196,454,Loyal Customers
18633,254,254,2181.5625,454,Loyal Customers
27269,264,264,2049.0982,454,Loyal Customers
15799,232,232,2071.4196,454,Loyal Customers
19257,278,278,1000.4375,454,Loyal Customers
15596,250,250,2049.0982,454,Loyal Customers
27292,274,274,2049.0982,454,Loyal Customers
17946,276,276,2181.5625,454,Loyal Customers
19320,208,208,1198.97,454,Loyal Customers
15038,281,281,2049.0982,454,Loyal Customers
15184,288,288,2071.4196,454,Loyal Customers
27527,229,229,2071.4196,454,Loyal Customers
16426,248,248,2181.5625,454,Loyal Customers
17900,243,243,1000.4375,454,Loyal Customers
14050,208,179,1647.6298,454,Loyal Customers
18135,270,270,2181.5625,454,Loyal Customers
17963,246,246,2181.5625,454,Loyal Customers
27873,216,216,1249.84,454,Loyal Customers
27235,284,284,2049.0982,454,Loyal Customers
17932,228,228,1000.4375,454,Loyal Customers
15436,273,273,2071.4196,454,Loyal Customers
15582,247,247,2049.0982,454,Loyal Customers
27504,237,237,2071.4196,454,Loyal Customers
25240,221,221,1000.4375,454,Loyal Customers
15645,272,272,2049.0982,454,Loyal Customers
19283,282,282,1000.4375,454,Loyal Customers
24304,250,250,2181.5625,454,Loyal Customers
27421,269,269,2049.0982,454,Loyal Customers
15267,254,254,2049.0982,454,Loyal Customers
27275,247,247,2049.0982,454,Loyal Customers
27467,224,224,2049.0982,454,Loyal Customers
27424,254,254,2049.0982,454,Loyal Customers
15725,253,253,2071.4196,454,Loyal Customers
17952,220,220,2181.5625,454,Loyal Customers
17929,267,267,2181.5625,454,Loyal Customers
30003,246,169,1286.4439,454,Loyal Customers
26279,250,250,2181.5625,454,Loyal Customers
15041,280,280,2071.4196,454,Loyal Customers
27570,240,240,2071.4196,454,Loyal Customers
27547,241,241,2071.4196,454,Loyal Customers
18158,277,277,2181.5625,454,Loyal Customers
18141,270,270,2181.5625,454,Loyal Customers
15765,222,222,2049.0982,454,Loyal Customers
15788,227,227,2071.4196,454,Loyal Customers
24381,256,256,2181.5625,454,Loyal Customers
29751,216,216,1344.588,454,Loyal Customers
16163,238,238,2071.4196,454,Loyal Customers
27524,221,221,2049.0982,454,Loyal Customers
27258,272,272,2071.4196,454,Loyal Customers
24364,266,266,2181.5625,454,Loyal Customers
15121,281,281,2071.4196,454,Loyal Customers
27573,239,239,2071.4196,454,Loyal Customers
17978,287,287,2181.5625,454,Loyal Customers
27427,247,247,2071.4196,454,Loyal Customers
12874,261,261,2071.4196,454,Loyal Customers
15751,223,223,2071.4196,454,Loyal Customers
15642,274,274,2071.4196,454,Loyal Customers
27544,225,225,2071.4196,454,Loyal Customers
27295,257,257,2049.0982,454,Loyal Customers
15785,245,245,2071.4196,454,Loyal Customers
24590,234,234,2181.5625,454,Loyal Customers
19286,261,261,1000.4375,454,Loyal Customers
24178,279,279,2181.5625,454,Loyal Customers
27418,259,259,2071.4196,454,Loyal Customers
15808,241,241,2049.0982,454,Loyal Customers
15227,266,266,2049.0982,454,Loyal Customers
16029,224,224,2071.4196,454,Loyal Customers
15797,245,245,2071.4196,454,Loyal Customers
17941,274,274,2181.5625,454,Loyal Customers
24602,217,217,2181.5625,454,Loyal Customers
27556,218,218,2049.0982,454,Loyal Customers
15754,240,240,2071.4196,454,Loyal Customers
30032,277,277,1229.4589,454,Loyal Customers
21622,271,271,2049.0982,454,Loyal Customers
15757,220,220,2071.4196,454,Loyal Customers
24247,281,281,2181.5625,454,Loyal Customers
15591,273,273,2049.0982,454,Loyal Customers
18147,247,247,2181.5625,454,Loyal Customers
18625,261,261,2181.5625,454,Loyal Customers
27281,249,249,2071.4196,454,Loyal Customers
27407,272,272,2071.4196,454,Loyal Customers
25243,230,230,1000.4375,454,Loyal Customers
15717,263,263,2049.0982,454,Loyal Customers
12863,236,236,2071.4196,454,Loyal Customers
22687,215,215,1155.48,454,Loyal Customers
26826,214,214,1237.82,454,Loyal Customers
27453,262,262,2049.0982,454,Loyal Customers
18127,271,271,2181.5625,454,Loyal Customers
27450,250,250,2071.4196,454,Loyal Customers
16026,239,239,2049.0982,454,Loyal Customers
27576,233,233,2071.4196,454,Loyal Customers
15133,281,281,2071.4196,454,Loyal Customers
15800,245,245,2049.0982,454,Loyal Customers
19289,248,248,1000.4375,454,Loyal Customers
27261,256,256,2049.0982,454,Loyal Customers
15588,272,272,2049.0982,454,Loyal Customers
27447,277,277,2071.4196,454,Loyal Customers
27553,245,245,2049.0982,454,Loyal Customers
16169,230,230,2049.0982,454,Loyal Customers
15425,262,262,2071.4196,454,Loyal Customers
19916,235,235,1000.4375,454,Loyal Customers
15734,219,219,2071.4196,454,Loyal Customers
27287,252,252,2071.4196,454,Loyal Customers
27264,258,258,2071.4196,454,Loyal Customers
16793,206,206,1788.95,454,Loyal Customers
18027,232,232,2181.5625,454,Loyal Customers
15648,277,277,2071.4196,454,Loyal Customers
15585,253,253,2049.0982,454,Loyal Customers
15150,278,278,2049.0982,454,Loyal Customers
21642,269,269,2071.4196,454,Loyal Customers
15439,272,272,2049.0982,454,Loyal Customers
12826,257,257,2071.4196,454,Loyal Customers
27459,226,226,2049.0982,454,Loyal Customers
23105,212,212,1179.97,454,Loyal Customers
17778,288,288,1000.4375,454,Loyal Customers
16596,235,235,2181.5625,454,Loyal Customers
24250,285,285,2181.5625,454,Loyal Customers
22667,210,210,1170.48,454,Loyal Customers
26995,205,205,1145.48,454,Loyal Customers
15597,256,256,2071.4196,454,Loyal Customers
19321,246,246,1000.4375,454,Loyal Customers
16158,238,238,2049.0982,454,Loyal Customers
15723,266,266,2049.0982,454,Loyal Customers
27542,238,238,2071.4196,454,Loyal Customers
15182,283,283,2071.4196,454,Loyal Customers
16533,232,232,2181.5625,454,Loyal Customers
19032,239,239,2181.5625,454,Loyal Customers
15600,275,275,2071.4196,454,Loyal Customers
18697,210,210,1700.99,454,Loyal Customers
17950,231,231,1000.4375,454,Loyal Customers
18468,210,210,1754.98,454,Loyal Customers
27273,270,270,2071.4196,454,Loyal Customers
27250,280,280,2071.4196,454,Loyal Customers
27227,283,283,2071.4196,454,Loyal Customers
25235,234,234,1000.4375,454,Loyal Customers
25086,214,214,1308.31,454,Loyal Customers
15262,264,264,2071.4196,454,Loyal Customers
24459,255,255,2181.5625,454,Loyal Customers
17990,283,283,2181.5625,454,Loyal Customers
24482,226,226,2181.5625,454,Loyal Customers
13553,244,244,2071.4196,454,Loyal Customers
16155,239,239,2049.0982,454,Loyal Customers
18136,258,258,2181.5625,454,Loyal Customers
17944,241,241,1000.4375,454,Loyal Customers
12846,223,223,2071.4196,454,Loyal Customers
27539,218,218,2049.0982,454,Loyal Customers
27439,254,254,2049.0982,454,Loyal Customers
27416,251,251,2049.0982,454,Loyal Customers
15225,276,276,2071.4196,454,Loyal Customers
15786,217,217,2049.0982,454,Loyal Customers
12852,239,239,2049.0982,454,Loyal Customers
12829,236,236,2049.0982,454,Loyal Customers
18620,248,248,2181.5625,454,Loyal Customers
28298,207,207,1249.84,454,Loyal Customers
25221,256,256,1000.4375,454,Loyal Customers
26864,215,215,1268.84,454,Loyal Customers
27256,284,284,2071.4196,454,Loyal Customers
27448,255,255,2071.4196,454,Loyal Customers
24282,251,251,2181.5625,454,Loyal Customers
24305,253,253,2181.5625,454,Loyal Customers
15228,255,255,2049.0982,454,Loyal Customers
20824,215,215,1729.97,454,Loyal Customers
24597,237,237,2181.5625,454,Loyal Customers
15643,275,275,2071.4196,454,Loyal Customers
15580,277,277,2071.4196,454,Loyal Customers
27425,276,276,2049.0982,454,Loyal Customers
27276,252,252,2049.0982,454,Loyal Customers
27568,219,219,2071.4196,454,Loyal Customers
14066,215,172,1426.7841,454,Loyal Customers
16559,220,220,2181.5625,454,Loyal Customers
26572,274,274,1000.4375,454,Loyal Customers
25092,206,206,1257.82,454,Loyal Customers
16164,226,226,2049.0982,454,Loyal Customers
27468,228,228,2071.4196,454,Loyal Customers
19058,217,217,2181.5625,454,Loyal Customers
19393,206,206,1134.47,454,Loyal Customers
19911,264,264,1000.4375,454,Loyal Customers
27571,217,217,2071.4196,454,Loyal Customers
27296,249,249,2071.4196,454,Loyal Customers
16476,240,240,2181.5625,454,Loyal Customers
27508,230,230,2071.4196,454,Loyal Customers
24302,271,271,2181.5625,454,Loyal Customers
15646,259,259,2049.0982,454,Loyal Customers
15732,232,232,2071.4196,454,Loyal Customers
15042,284,284,2071.4196,454,Loyal Customers
26615,267,267,1000.4375,454,Loyal Customers
16273,279,279,2181.5625,454,Loyal Customers
19284,283,283,1000.4375,454,Loyal Customers
27531,232,232,2071.4196,454,Loyal Customers
15586,248,248,2071.4196,454,Loyal Customers
24368,271,271,2181.5625,454,Loyal Customers
15726,267,267,2049.0982,454,Loyal Customers
27279,258,258,2071.4196,454,Loyal Customers
27574,227,227,2049.0982,454,Loyal Customers
15789,243,243,2049.0982,454,Loyal Customers
27405,275,275,2071.4196,454,Loyal Customers
27551,238,238,2049.0982,454,Loyal Customers
15729,217,217,2071.4196,454,Loyal Customers
12858,228,228,2071.4196,454,Loyal Customers
15752,236,236,2071.4196,454,Loyal Customers
15268,275,275,2071.4196,454,Loyal Customers
16513,246,246,2181.5625,454,Loyal Customers
27559,220,220,2049.0982,454,Loyal Customers
15265,274,274,2049.0982,454,Loyal Customers
15219,267,267,2049.0982,454,Loyal Customers
17947,233,233,2181.5625,454,Loyal Customers
26666,208,171,668.48,453,Other Segments
15972,244,244,782.99,453,Other Segments
21004,207,207,561.48,453,Other Segments
22261,216,216,561.48,453,Other Segments
21517,232,232,782.99,453,Other Segments
15852,287,287,782.99,453,Other Segments
27488,244,244,782.99,453,Other Segments
15918,272,272,782.99,453,Other Segments
20913,273,273,782.99,453,Other Segments
27485,226,226,782.99,453,Other Segments
17644,208,208,573.98,453,Other Segments
26655,207,207,539.99,453,Other Segments
20970,270,270,782.99,453,Other Segments
15961,240,240,782.99,453,Other Segments
21016,243,243,782.99,453,Other Segments
18958,208,208,565.21,453,Other Segments
19765,214,214,553.97,453,Other Segments
21600,213,213,563.77,453,Other Segments
15915,277,277,782.99,453,Other Segments
13774,208,208,814.47,453,Other Segments
30110,246,169,246.7044,453,Other Segments
19270,205,205,548.98,453,Other Segments
19922,231,231,782.99,453,Other Segments
19945,245,245,782.99,453,Other Segments
15949,221,221,782.99,453,Other Segments
27545,249,249,782.99,453,Other Segments
26918,281,281,782.99,453,Other Segments
19447,287,287,782.99,453,Other Segments
15969,244,244,782.99,453,Other Segments
19902,226,226,782.99,453,Other Segments
15952,228,228,782.99,453,Other Segments
17512,209,209,592.27,453,Other Segments
26795,279,279,782.99,453,Other Segments
15551,212,172,687.63,453,Other Segments
15992,218,218,782.99,453,Other Segments
27602,227,227,782.99,453,Other Segments
15989,243,243,782.99,453,Other Segments
22432,208,208,578.46,453,Other Segments
19335,207,179,978.735,453,Other Segments
15843,287,287,782.99,453,Other Segments
21508,245,245,782.99,453,Other Segments
18906,215,215,638.95,453,Other Segments
19899,223,223,782.99,453,Other Segments
30012,277,277,604.872,453,Other Segments
27470,225,225,782.99,453,Other Segments
27745,207,207,617.47,453,Other Segments
15980,231,231,782.99,453,Other Segments
27490,244,244,782.99,453,Other Segments
28758,208,208,553.97,453,Other Segments
27536,249,249,782.99,453,Other Segments
27473,236,236,782.99,453,Other Segments
19441,285,285,782.99,453,Other Segments
15897,270,270,782.99,453,Other Segments
15983,234,234,782.99,453,Other Segments
27493,242,242,782.99,453,Other Segments
25641,214,214,561.48,453,Other Segments
21516,226,226,782.99,453,Other Segments
21439,207,207,539.99,453,Other Segments
29356,209,209,628.97,453,Other Segments
29505,277,277,149.031,453,Other Segments
15954,228,228,782.99,453,Other Segments
15934,254,254,782.99,453,Other Segments
21035,233,233,782.99,453,Other Segments
22260,206,206,563.77,453,Other Segments
22415,206,206,615.47,453,Other Segments
26920,283,283,782.99,453,Other Segments
27487,246,246,782.99,453,Other Segments
27484,233,233,782.99,453,Other Segments
21015,255,255,782.99,453,Other Segments
29980,246,169,159.558,453,Other Segments
15771,282,282,782.99,453,Other Segments
27613,240,240,782.99,453,Other Segments
27550,247,247,782.99,453,Other Segments
15914,258,258,782.99,453,Other Segments
15937,276,276,782.99,453,Other Segments
25609,213,213,565.47,453,Other Segments
19452,257,257,782.99,453,Other Segments
15948,275,275,782.99,453,Other Segments
15845,283,283,782.99,453,Other Segments
29536,246,169,295.3071,453,Other Segments
15991,237,237,782.99,453,Other Segments
26917,285,285,782.99,453,Other Segments
13741,205,205,769.49,453,Other Segments
30017,277,277,453.1758,453,Other Segments
15968,228,228,782.99,453,Other Segments
21006,255,255,782.99,453,Other Segments
21029,222,222,782.99,453,Other Segments
29788,246,169,834.171,453,Other Segments
15965,228,228,782.99,453,Other Segments
27767,216,216,776.33,453,Other Segments
15888,247,247,782.99,453,Other Segments
30040,277,277,469.794,453,Other Segments
20980,264,264,782.99,453,Other Segments
15553,208,173,686.475,453,Other Segments
27489,244,244,782.99,453,Other Segments
27472,226,226,782.99,453,Other Segments
15985,219,219,782.99,453,Other Segments
29882,246,169,662.1422,453,Other Segments
27492,233,233,782.99,453,Other Segments
20914,271,271,782.99,453,Other Segments
21037,232,232,782.99,453,Other Segments
27486,221,221,782.99,453,Other Segments
27469,250,250,782.99,453,Other Segments
16311,209,209,806.76,453,Other Segments
13841,214,214,751.34,453,Other Segments
15899,254,254,782.99,453,Other Segments
11943,214,214,539.99,453,Other Segments
24386,210,210,565.47,453,Other Segments
25723,207,207,777.34,453,Other Segments
19474,249,249,782.99,453,Other Segments
27429,282,282,782.99,453,Other Segments
15959,217,217,782.99,453,Other Segments
22414,205,205,574.98,453,Other Segments
29355,213,213,567.76,453,Other Segments
29833,246,169,125.7386,453,Other Segments
23859,213,213,574.98,453,Other Segments
20716,210,210,777.34,453,Other Segments
27483,242,242,782.99,453,Other Segments
22259,205,205,562.96,453,Other Segments
21575,214,214,548.98,453,Other Segments
19763,205,205,574.98,453,Other Segments
20945,247,247,782.99,453,Other Segments
15873,281,281,782.99,453,Other Segments
13789,206,206,819.48,453,Other Segments
13059,214,214,646.45,453,Other Segments
15976,235,235,782.99,453,Other Segments
21008,268,268,782.99,453,Other Segments
26919,282,282,782.99,453,Other Segments
